"ProfileTemplateId","CommandTypeId","MeterCategory","ParameterName","TypeId","PayloadType","ProfileType","Profile","SerialNumber","Scalar","DataType","ProfileTemplateIdName","Details"
"0","3","CT","RPhaseCurrent","1","2","INSTANT_CUSTOM_PUSH_CT","1","2","-2","Int16","MSEDCL",""
"0","3","CT","RPhaseCurrent","2","2","INSTANT_CUSTOM_PULL_CT","1","2","-2","Int16","MSEDCL",""
"0","3","CT","RPhaseCurrent","1","1","INSTANT_DLMS_PUSH_CT","1","2","0","Float32","MSEDCL",""
"0","3","CT","YPhaseCurrent","1","2","INSTANT_CUSTOM_PUSH_CT","1","3","-2","Int16","MSEDCL",""
"0","3","CT","YPhaseCurrent","2","1","INSTANT_DLMS_PULL_CT","1","3","0","Float32","MSEDCL",""
"0","3","CT","YPhaseCurrent","1","1","INSTANT_DLMS_PUSH_CT","1","3","0","Float32","MSEDCL",""
"0","3","CT","YPhaseCurrent","2","2","INSTANT_CUSTOM_PULL_CT","1","3","-2","Int16","MSEDCL",""
"0","3","CT","BPhaseCurrent","2","2","INSTANT_CUSTOM_PULL_CT","1","4","-2","Int16","MSEDCL",""
"0","3","CT","BPhaseCurrent","2","1","INSTANT_DLMS_PULL_CT","1","4","0","Float32","MSEDCL",""
"0","3","CT","BPhaseCurrent","1","1","INSTANT_DLMS_PUSH_CT","1","4","0","Float32","MSEDCL",""
"0","3","CT","BPhaseCurrent","1","2","INSTANT_CUSTOM_PUSH_CT","1","4","-2","Int16","MSEDCL",""
"0","3","CT","RPhaseVoltage","2","2","INSTANT_CUSTOM_PULL_CT","1","5","-2","UInt16","MSEDCL",""
"0","3","CT","RPhaseVoltage","2","1","INSTANT_DLMS_PULL_CT","1","5","0","Float32","MSEDCL",""
"0","3","CT","RPhaseVoltage","1","2","INSTANT_CUSTOM_PUSH_CT","1","5","-2","UInt16","MSEDCL",""
"0","3","CT","RPhaseVoltage","1","1","INSTANT_DLMS_PUSH_CT","1","5","0","Float32","MSEDCL",""
"0","3","CT","YPhaseVoltage","1","2","INSTANT_CUSTOM_PUSH_CT","1","6","-2","UInt16","MSEDCL",""
"0","3","CT","YPhaseVoltage","1","1","INSTANT_DLMS_PUSH_CT","1","6","0","Float32","MSEDCL",""
"0","3","CT","YPhaseVoltage","2","2","INSTANT_CUSTOM_PULL_CT","1","6","-2","UInt16","MSEDCL",""
"0","3","CT","YPhaseVoltage","2","1","INSTANT_DLMS_PULL_CT","1","6","0","Float32","MSEDCL",""
"0","3","CT","BPhaseVoltage","1","2","INSTANT_CUSTOM_PUSH_CT","1","7","-2","UInt16","MSEDCL",""
"0","3","CT","BPhaseVoltage","1","1","INSTANT_DLMS_PUSH_CT","1","7","0","Float32","MSEDCL",""
"0","3","CT","BPhaseVoltage","2","1","INSTANT_DLMS_PULL_CT","1","7","0","Float32","MSEDCL",""
"0","3","CT","BPhaseVoltage","2","2","INSTANT_CUSTOM_PULL_CT","1","7","-2","UInt16","MSEDCL",""
"0","3","CT","RPhasePowerFactor","1","2","INSTANT_CUSTOM_PUSH_CT","1","8","-2","Int8","MSEDCL",""
"0","3","CT","RPhasePowerFactor","1","1","INSTANT_DLMS_PUSH_CT","1","8","0","Float32","MSEDCL",""
"0","3","CT","RPhasePowerFactor","2","1","INSTANT_DLMS_PULL_CT","1","8","0","Float32","MSEDCL",""
"0","3","CT","RPhasePowerFactor","2","2","INSTANT_CUSTOM_PULL_CT","1","8","-2","Int8","MSEDCL",""
"0","3","CT","YPhasePowerFactor","1","2","INSTANT_CUSTOM_PUSH_CT","1","9","-2","Int8","MSEDCL",""
"0","3","CT","YPhasePowerFactor","2","2","INSTANT_CUSTOM_PULL_CT","1","9","-2","Int8","MSEDCL",""
"0","3","CT","YPhasePowerFactor","1","1","INSTANT_DLMS_PUSH_CT","1","9","0","Float32","MSEDCL",""
"0","3","CT","YPhasePowerFactor","2","1","INSTANT_DLMS_PULL_CT","1","9","0","Float32","MSEDCL",""
"0","3","CT","BPhasePowerFactor","1","1","INSTANT_DLMS_PUSH_CT","1","10","0","Float32","MSEDCL",""
"0","3","CT","BPhasePowerFactor","2","1","INSTANT_DLMS_PULL_CT","1","10","0","Float32","MSEDCL",""
"0","3","CT","BPhasePowerFactor","2","2","INSTANT_CUSTOM_PULL_CT","1","10","-2","Int8","MSEDCL",""
"0","3","CT","BPhasePowerFactor","1","2","INSTANT_CUSTOM_PUSH_CT","1","10","-2","Int8","MSEDCL",""
"0","3","CT","SignedPowerFactor","2","1","INSTANT_DLMS_PULL_CT","1","11","0","Float32","MSEDCL",""
"0","3","CT","SignedPowerFactor","1","1","INSTANT_DLMS_PUSH_CT","1","11","0","Float32","MSEDCL",""
"0","3","CT","SignedPowerFactor","2","2","INSTANT_CUSTOM_PULL_CT","1","11","-2","Int8","MSEDCL",""
"0","3","CT","SignedPowerFactor","1","2","INSTANT_CUSTOM_PUSH_CT","1","11","-2","Int8","MSEDCL",""
"0","3","CT","SupplyFrequency","2","2","INSTANT_CUSTOM_PULL_CT","1","12","-2","UInt16","MSEDCL",""
"0","3","CT","SupplyFrequency","1","1","INSTANT_DLMS_PUSH_CT","1","12","0","Float32","MSEDCL",""
"0","3","CT","SupplyFrequency","1","2","INSTANT_CUSTOM_PUSH_CT","1","12","-2","UInt16","MSEDCL",""
"0","3","CT","SupplyFrequency","2","1","INSTANT_DLMS_PULL_CT","1","12","0","Float32","MSEDCL",""
"0","3","CT","ApparentPowerKva","1","2","INSTANT_CUSTOM_PUSH_CT","1","13","-3","UInt16","MSEDCL",""
"0","3","CT","ApparentPowerKva","2","1","INSTANT_DLMS_PULL_CT","1","13","-3","Float32","MSEDCL",""
"0","3","CT","ApparentPowerKva","1","1","INSTANT_DLMS_PUSH_CT","1","13","-3","Float32","MSEDCL",""
"0","3","CT","ApparentPowerKva","2","2","INSTANT_CUSTOM_PULL_CT","1","13","-3","UInt16","MSEDCL",""
"0","3","CT","ActivePowerKw","1","1","INSTANT_DLMS_PUSH_CT","1","14","-3","Float32","MSEDCL",""
"0","3","CT","ActivePowerKw","1","2","INSTANT_CUSTOM_PUSH_CT","1","14","-3","Int16","MSEDCL",""
"0","3","CT","ActivePowerKw","2","2","INSTANT_CUSTOM_PULL_CT","1","14","-3","Int16","MSEDCL",""
"0","3","CT","ActivePowerKw","2","1","INSTANT_DLMS_PULL_CT","1","14","-3","Float32","MSEDCL",""
"0","3","CT","ReactivePowerKva","1","2","INSTANT_CUSTOM_PUSH_CT","1","15","-3","Int16","MSEDCL",""
"0","3","CT","ReactivePowerKva","2","2","INSTANT_CUSTOM_PULL_CT","1","15","-3","Int16","MSEDCL",""
"0","3","CT","ReactivePowerKva","2","1","INSTANT_DLMS_PULL_CT","1","15","-3","Float32","MSEDCL",""
"0","3","CT","ReactivePowerKva","1","1","INSTANT_DLMS_PUSH_CT","1","15","-3","Float32","MSEDCL",""
"0","3","CT","PowerFailureInAllThreePhases","2","2","INSTANT_CUSTOM_PULL_CT","1","16","0","UInt16","MSEDCL",""
"0","3","CT","PowerFailureInAllThreePhases","2","1","INSTANT_DLMS_PULL_CT","1","16","0","UInt32","MSEDCL",""
"0","3","CT","PowerFailureInAllThreePhases","1","2","INSTANT_CUSTOM_PUSH_CT","1","16","0","UInt16","MSEDCL",""
"0","3","CT","PowerFailureInAllThreePhases","1","1","INSTANT_DLMS_PUSH_CT","1","16","0","Int32","MSEDCL",""
"0","3","CT","CumulativePowerOffDurationInMin","1","2","INSTANT_CUSTOM_PUSH_CT","1","17","0","UInt32","MSEDCL",""
"0","3","CT","CumulativePowerOffDurationInMin","1","1","INSTANT_DLMS_PUSH_CT","1","17","0","Int32","MSEDCL",""
"0","3","CT","CumulativePowerOffDurationInMin","2","1","INSTANT_DLMS_PULL_CT","1","17","0","UInt32","MSEDCL",""
"0","3","CT","CumulativePowerOffDurationInMin","2","2","INSTANT_CUSTOM_PULL_CT","1","17","0","UInt32","MSEDCL",""
"0","3","CT","CumulativeTemperCount","2","2","INSTANT_CUSTOM_PULL_CT","1","18","0","UInt32","MSEDCL",""
"0","3","CT","CumulativeTemperCount","1","2","INSTANT_CUSTOM_PUSH_CT","1","18","0","UInt32","MSEDCL",""
"0","3","CT","CumulativeTemperCount","1","1","INSTANT_DLMS_PUSH_CT","1","18","0","Int32","MSEDCL",""
"0","3","CT","CumulativeTemperCount","2","1","INSTANT_DLMS_PULL_CT","1","18","0","UInt32","MSEDCL",""
"0","3","CT","BillingPeriodCounter","2","2","INSTANT_CUSTOM_PULL_CT","1","19","0","UInt32","MSEDCL",""
"0","3","CT","BillingPeriodCounter","1","1","INSTANT_DLMS_PUSH_CT","1","19","0","Int32","MSEDCL",""
"0","3","CT","BillingPeriodCounter","1","2","INSTANT_CUSTOM_PUSH_CT","1","19","0","UInt32","MSEDCL",""
"0","3","CT","BillingPeriodCounter","2","1","INSTANT_DLMS_PULL_CT","1","19","0","UInt32","MSEDCL",""
"0","3","CT","CumulativeProgrammingCount","1","2","INSTANT_CUSTOM_PUSH_CT","1","20","0","UInt32","MSEDCL",""
"0","3","CT","CumulativeProgrammingCount","2","1","INSTANT_DLMS_PULL_CT","1","20","0","UInt32","MSEDCL",""
"0","3","CT","CumulativeProgrammingCount","2","2","INSTANT_CUSTOM_PULL_CT","1","20","0","UInt32","MSEDCL",""
"0","3","CT","CumulativeProgrammingCount","1","1","INSTANT_DLMS_PUSH_CT","1","20","0","Int32","MSEDCL",""
"0","3","CT","RecentBillingDate","2","2","INSTANT_CUSTOM_PULL_CT","1","21","0","DateTime","MSEDCL",""
"0","3","CT","RecentBillingDate","1","2","INSTANT_CUSTOM_PUSH_CT","1","21","0","DateTime","MSEDCL",""
"0","3","CT","RecentBillingDate","1","1","INSTANT_DLMS_PUSH_CT","1","21","0","OctetString","MSEDCL",""
"0","3","CT","RecentBillingDate","2","1","INSTANT_DLMS_PULL_CT","1","21","0","OctetString","MSEDCL",""
"0","3","CT","CumulativeEnergyKwhImport","2","2","INSTANT_CUSTOM_PULL_CT","1","22","-3","UInt32","MSEDCL",""
"0","3","CT","CumulativeEnergyKwhImport","1","1","INSTANT_DLMS_PUSH_CT","1","22","-3","Float32","MSEDCL",""
"0","3","CT","CumulativeEnergyKwhImport","2","1","INSTANT_DLMS_PULL_CT","1","22","-3","Float32","MSEDCL",""
"0","3","CT","CumulativeEnergyKwhImport","1","2","INSTANT_CUSTOM_PUSH_CT","1","22","-3","UInt32","MSEDCL",""
"0","3","CT","CumulativeEnergyKwhExport","1","1","INSTANT_DLMS_PUSH_CT","1","23","-3","Float32","MSEDCL",""
"0","3","CT","CumulativeEnergyKwhExport","2","1","INSTANT_DLMS_PULL_CT","1","23","-3","Float32","MSEDCL",""
"0","3","CT","CumulativeEnergyKwhExport","1","2","INSTANT_CUSTOM_PUSH_CT","1","23","-3","UInt32","MSEDCL",""
"0","3","CT","CumulativeEnergyKwhExport","2","2","INSTANT_CUSTOM_PULL_CT","1","23","-3","UInt32","MSEDCL",""
"0","3","CT","CumulativeEnergyKvahImport","1","2","INSTANT_CUSTOM_PUSH_CT","1","24","-3","UInt32","MSEDCL",""
"0","3","CT","CumulativeEnergyKvahImport","2","2","INSTANT_CUSTOM_PULL_CT","1","24","-3","UInt32","MSEDCL",""
"0","3","CT","CumulativeEnergyKvahImport","1","1","INSTANT_DLMS_PUSH_CT","1","24","-3","Float32","MSEDCL",""
"0","3","CT","CumulativeEnergyKvahImport","2","1","INSTANT_DLMS_PULL_CT","1","24","-3","Float32","MSEDCL",""
"0","3","CT","CumulativeEnergyKvahExport","2","1","INSTANT_DLMS_PULL_CT","1","25","-3","Float32","MSEDCL",""
"0","3","CT","CumulativeEnergyKvahExport","2","2","INSTANT_CUSTOM_PULL_CT","1","25","-3","UInt32","MSEDCL",""
"0","3","CT","CumulativeEnergyKvahExport","1","2","INSTANT_CUSTOM_PUSH_CT","1","25","-3","UInt32","MSEDCL",""
"0","3","CT","CumulativeEnergyKvahExport","1","1","INSTANT_DLMS_PUSH_CT","1","25","-3","Float32","MSEDCL",""
"0","3","CT","MaximumDemandKw","2","1","INSTANT_DLMS_PULL_CT","1","26","-3","Float32","MSEDCL",""
"0","3","CT","MaximumDemandKw","1","1","INSTANT_DLMS_PUSH_CT","1","26","-3","Float32","MSEDCL",""
"0","3","CT","MaximumDemandKw","1","2","INSTANT_CUSTOM_PUSH_CT","1","26","-3","UInt16","MSEDCL",""
"0","3","CT","MaximumDemandKw","2","2","INSTANT_CUSTOM_PULL_CT","1","26","-3","UInt16","MSEDCL",""
"0","3","CT","MaximumDemandKwDateTime","1","1","INSTANT_DLMS_PUSH_CT","1","27","0","OctetString","MSEDCL",""
"0","3","CT","MaximumDemandKwDateTime","2","2","INSTANT_CUSTOM_PULL_CT","1","27","0","DateTime","MSEDCL",""
"0","3","CT","MaximumDemandKwDateTime","2","1","INSTANT_DLMS_PULL_CT","1","27","0","OctetString","MSEDCL",""
"0","3","CT","MaximumDemandKwDateTime","1","2","INSTANT_CUSTOM_PUSH_CT","1","27","0","DateTime","MSEDCL",""
"0","3","CT","MaximumDemandKva","2","1","INSTANT_DLMS_PULL_CT","1","28","-3","Float32","MSEDCL",""
"0","3","CT","MaximumDemandKva","2","2","INSTANT_CUSTOM_PULL_CT","1","28","-3","UInt16","MSEDCL",""
"0","3","CT","MaximumDemandKva","1","2","INSTANT_CUSTOM_PUSH_CT","1","28","-3","UInt16","MSEDCL",""
"0","3","CT","MaximumDemandKva","1","1","INSTANT_DLMS_PUSH_CT","1","28","-3","Float32","MSEDCL",""
"0","3","CT","MaximumDemandKvaDateTime","2","2","INSTANT_CUSTOM_PULL_CT","1","29","0","DateTime","MSEDCL",""
"0","3","CT","MaximumDemandKvaDateTime","1","1","INSTANT_DLMS_PUSH_CT","1","29","0","OctetString","MSEDCL",""
"0","3","CT","MaximumDemandKvaDateTime","1","2","INSTANT_CUSTOM_PUSH_CT","1","29","0","DateTime","MSEDCL",""
"0","3","CT","MaximumDemandKvaDateTime","2","1","INSTANT_DLMS_PULL_CT","1","29","0","OctetString","MSEDCL",""
"0","3","CT","LoadLimitFunctionStatus","1","2","INSTANT_CUSTOM_PUSH_CT","1","30","0","UInt8","MSEDCL",""
"0","3","CT","LoadLimitFunctionStatus","2","2","INSTANT_CUSTOM_PULL_CT","1","30","0","UInt8","MSEDCL",""
"0","3","CT","LoadLimitFunctionStatus","2","1","INSTANT_DLMS_PULL_CT","1","30","0","Boolean","MSEDCL",""
"0","3","CT","LoadLimitFunctionStatus","1","1","INSTANT_DLMS_PUSH_CT","1","30","0","Boolean","MSEDCL",""
"0","3","CT","LoadLimitValueKw","2","1","INSTANT_DLMS_PULL_CT","1","31","0","Float32","MSEDCL",""
"0","3","CT","LoadLimitValueKw","1","1","INSTANT_DLMS_PUSH_CT","1","31","0","Float32","MSEDCL",""
"0","3","CT","LoadLimitValueKw","2","2","INSTANT_CUSTOM_PULL_CT","1","31","0","UInt32","MSEDCL",""
"0","3","CT","LoadLimitValueKw","1","2","INSTANT_CUSTOM_PUSH_CT","1","31","0","UInt32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ1","1","1","INSTANT_DLMS_PUSH_CT","1","32","-3","Float32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ1","2","2","INSTANT_CUSTOM_PULL_CT","1","32","-3","UInt32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ1","1","2","INSTANT_CUSTOM_PUSH_CT","1","32","-3","UInt32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ1","2","1","INSTANT_DLMS_PULL_CT","1","32","-3","Float32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ2","2","2","INSTANT_CUSTOM_PULL_CT","1","33","-3","UInt32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ2","2","1","INSTANT_DLMS_PULL_CT","1","33","-3","Float32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ2","1","1","INSTANT_DLMS_PUSH_CT","1","33","-3","Float32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ2","1","2","INSTANT_CUSTOM_PUSH_CT","1","33","-3","UInt32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ3","1","2","INSTANT_CUSTOM_PUSH_CT","1","34","-3","UInt32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ3","2","2","INSTANT_CUSTOM_PULL_CT","1","34","-3","UInt32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ3","1","1","INSTANT_DLMS_PUSH_CT","1","34","-3","Float32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ3","2","1","INSTANT_DLMS_PULL_CT","1","34","-3","Float32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ4","2","1","INSTANT_DLMS_PULL_CT","1","35","-3","Float32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ4","1","1","INSTANT_DLMS_PUSH_CT","1","35","-3","Float32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ4","2","2","INSTANT_CUSTOM_PULL_CT","1","35","-3","UInt32","MSEDCL",""
"0","3","CT","SumLineReactivePowerQ4","1","2","INSTANT_CUSTOM_PUSH_CT","1","35","-3","UInt32","MSEDCL",""
"0","3","CT","CumulativePowerOnDurationInMin","1","2","INSTANT_CUSTOM_PUSH_CT","1","36","0","UInt32","MSEDCL",""
"0","3","CT","CumulativePowerOnDurationInMin","2","2","INSTANT_CUSTOM_PULL_CT","1","36","0","UInt32","MSEDCL",""
"0","3","CT","Temperature","1","2","INSTANT_CUSTOM_PUSH_CT","1","37","-2","UInt16","MSEDCL",""
"0","3","CT","Temperature","2","2","INSTANT_CUSTOM_PULL_CT","1","37","-2","UInt16","MSEDCL",""
"0","3","CT","Temperature","1","1","INSTANT_DLMS_PUSH_CT","1","37","0","Float32","MSEDCL",""
"0","3","CT","Temperature","2","1","INSTANT_DLMS_PULL_CT","1","37","0","Float32","MSEDCL",""
"0","3","CT","NeutralCurrent","2","2","INSTANT_CUSTOM_PULL_CT","1","38","-2","UInt16","MSEDCL",""
"0","3","CT","NeutralCurrent","2","1","INSTANT_DLMS_PULL_CT","1","38","0","Float32","MSEDCL",""
"0","3","CT","NeutralCurrent","1","2","INSTANT_CUSTOM_PUSH_CT","1","38","-2","UInt16","MSEDCL",""
"0","3","CT","NeutralCurrent","1","1","INSTANT_DLMS_PUSH_CT","1","38","0","Float32","MSEDCL",""
"0","3","CT","MDKwExport","1","1","INSTANT_DLMS_PUSH_CT","1","39","-3","Float32","MSEDCL",""
"0","3","CT","MDKwExport","2","2","INSTANT_CUSTOM_PULL_CT","1","39","-3","UInt16","MSEDCL",""
"0","3","CT","MDKwExport","2","1","INSTANT_DLMS_PULL_CT","1","39","-3","Float32","MSEDCL",""
"0","3","CT","MDKwExport","1","2","INSTANT_CUSTOM_PUSH_CT","1","39","-3","UInt16","MSEDCL",""
"0","3","CT","MDKwExportDateTime","1","2","INSTANT_CUSTOM_PUSH_CT","1","40","0","DateTime","MSEDCL",""
"0","3","CT","MDKwExportDateTime","1","1","INSTANT_DLMS_PUSH_CT","1","40","0","OctetString","MSEDCL",""
"0","3","CT","MDKwExportDateTime","2","2","INSTANT_CUSTOM_PULL_CT","1","40","0","DateTime","MSEDCL",""
"0","3","CT","MDKwExportDateTime","2","1","INSTANT_DLMS_PULL_CT","1","40","0","OctetString","MSEDCL",""
"0","3","CT","MDKvaExport","1","2","INSTANT_CUSTOM_PUSH_CT","1","41","-3","UInt16","MSEDCL",""
"0","3","CT","MDKvaExport","2","1","INSTANT_DLMS_PULL_CT","1","41","-3","Float32","MSEDCL",""
"0","3","CT","MDKvaExport","2","2","INSTANT_CUSTOM_PULL_CT","1","41","-3","UInt16","MSEDCL",""
"0","3","CT","MDKvaExport","1","1","INSTANT_DLMS_PUSH_CT","1","41","-3","Float32","MSEDCL",""
"0","3","CT","MDKvaExportDateTime","2","2","INSTANT_CUSTOM_PULL_CT","1","42","0","DateTime","MSEDCL",""
"0","3","CT","MDKvaExportDateTime","1","1","INSTANT_DLMS_PUSH_CT","1","42","0","OctetString","MSEDCL",""
"0","3","CT","MDKvaExportDateTime","1","2","INSTANT_CUSTOM_PUSH_CT","1","42","0","DateTime","MSEDCL",""
"0","3","CT","MDKvaExportDateTime","2","1","INSTANT_DLMS_PULL_CT","1","42","0","OctetString","MSEDCL",""
"0","3","CT","AngleBetweenRYPhaseVoltage","1","1","INSTANT_DLMS_PUSH_CT","1","43","0","Float32","MSEDCL",""
"0","3","CT","AngleBetweenRBPhaseVoltage","2","1","INSTANT_DLMS_PULL_CT","1","43","0","Float32","MSEDCL",""
"0","3","CT","AngleBetweenRYPhaseVoltage","2","2","INSTANT_CUSTOM_PULL_CT","1","43","-2","UInt32","MSEDCL",""
"0","3","CT","AngleBetweenRYPhaseVoltage","1","2","INSTANT_CUSTOM_PUSH_CT","1","43","-2","UInt32","MSEDCL",""
"0","3","CT","AngleBetweenRBPhaseVoltage","2","2","INSTANT_CUSTOM_PULL_CT","1","44","-2","UInt32","MSEDCL",""
"0","3","CT","AngleBetweenRBPhaseVoltage","1","2","INSTANT_CUSTOM_PUSH_CT","1","44","-2","UInt32","MSEDCL",""
"0","3","CT","AngleBetweenRBPhaseVoltage","1","1","INSTANT_DLMS_PUSH_CT","1","44","0","Float32","MSEDCL",""
"0","3","CT","AngleBetweenRYPhaseVoltage","2","1","INSTANT_DLMS_PULL_CT","1","44","0","Float32","MSEDCL",""
"0","4","1P","RtcDateTime","2","1","BLOCK_DLMS_PULL_1P","2","1","0","OctetString","MSEDCL",""
"0","4","1P","RtcDateTime","2","2","BLOCK_CUSTOM_PULL_1P","2","1","0","DateTime","MSEDCL",""
"0","4","1P","RtcDateTime","1","1","BLOCK_DLMS_PUSH_1P","2","1","0","OctetString","MSEDCL",""
"0","4","1P","RtcDateTime","1","2","BLOCK_CUSTOM_PUSH_1P","2","1","0","DateTime","MSEDCL",""
"0","4","1P","AverageVoltage","1","1","BLOCK_DLMS_PUSH_1P","2","2","0","Float32","MSEDCL",""
"0","4","1P","AverageVoltage","2","2","BLOCK_CUSTOM_PULL_1P","2","2","-2","UInt16","MSEDCL",""
"0","4","1P","AverageVoltage","2","1","BLOCK_DLMS_PULL_1P","2","2","0","Float32","MSEDCL",""
"0","4","1P","AverageVoltage","1","2","BLOCK_CUSTOM_PUSH_1P","2","2","-2","UInt16","MSEDCL",""
"0","4","1P","CumulativeEnergyKwhImport","2","2","BLOCK_CUSTOM_PULL_1P","2","3","-2","UInt16","MSEDCL",""
"0","4","1P","CumulativeEnergyKwhImport","1","2","BLOCK_CUSTOM_PUSH_1P","2","3","-2","UInt16","MSEDCL",""
"0","4","1P","CumulativeEnergyKwhImport","2","1","BLOCK_DLMS_PULL_1P","2","3","0","Float32","MSEDCL",""
"0","4","1P","CumulativeEnergyKwhImport","1","1","BLOCK_DLMS_PUSH_1P","2","3","0","Float32","MSEDCL",""
"0","4","1P","CumulativeEnergyKvahImport","1","2","BLOCK_CUSTOM_PUSH_1P","2","4","-2","UInt16","MSEDCL",""
"0","4","1P","CumulativeEnergyKvahImport","1","1","BLOCK_DLMS_PUSH_1P","2","4","0","Float32","MSEDCL",""
"0","4","1P","CumulativeEnergyKvahImport","2","2","BLOCK_CUSTOM_PULL_1P","2","4","-2","UInt16","MSEDCL",""
"0","4","1P","CumulativeEnergyKvahImport","2","1","BLOCK_DLMS_PULL_1P","2","4","0","Float32","MSEDCL",""
"0","4","1P","CumulativeEnergyKwhExport","1","1","BLOCK_DLMS_PUSH_1P","2","5","0","Float32","MSEDCL",""
"0","4","1P","CumulativeEnergyKwhExport","2","1","BLOCK_DLMS_PULL_1P","2","5","0","Float32","MSEDCL",""
"0","4","1P","CumulativeEnergyKwhExport","1","2","BLOCK_CUSTOM_PUSH_1P","2","5","-2","UInt16","MSEDCL",""
"0","4","1P","CumulativeEnergyKwhExport","2","2","BLOCK_CUSTOM_PULL_1P","2","5","-2","UInt16","MSEDCL",""
"0","4","1P","CumulativeEnergyKvahExport","2","1","BLOCK_DLMS_PULL_1P","2","6","0","Float32","MSEDCL",""
"0","4","1P","CumulativeEnergyKvahExport","1","2","BLOCK_CUSTOM_PUSH_1P","2","6","-2","UInt16","MSEDCL",""
"0","4","1P","CumulativeEnergyKvahExport","1","1","BLOCK_DLMS_PUSH_1P","2","6","0","Float32","MSEDCL",""
"0","4","1P","CumulativeEnergyKvahExport","2","2","BLOCK_CUSTOM_PULL_1P","2","6","-2","UInt16","MSEDCL",""
"0","4","1P","AverageCurrent","2","1","BLOCK_DLMS_PULL_1P","2","7","0","Float32","MSEDCL",""
"0","4","1P","AverageCurrent","1","2","BLOCK_CUSTOM_PUSH_1P","2","7","-2","UInt16","MSEDCL",""
"0","4","1P","AverageCurrent","1","1","BLOCK_DLMS_PUSH_1P","2","7","0","Float32","MSEDCL",""
"0","4","1P","AverageCurrent","2","2","BLOCK_CUSTOM_PULL_1P","2","7","-2","UInt16","MSEDCL",""
"0","4","1P","NeutralCurrent","2","2","BLOCK_CUSTOM_PULL_1P","2","8","-2","UInt16","MSEDCL",""
"0","4","1P","NeutralCurrent","1","2","BLOCK_CUSTOM_PUSH_1P","2","8","-2","UInt16","MSEDCL",""
"0","4","1P","NeutralCurrent","1","1","BLOCK_DLMS_PUSH_1P","2","8","0","Float32","MSEDCL",""
"0","4","1P","NeutralCurrent","2","1","BLOCK_DLMS_PULL_1P","2","8","0","Float32","MSEDCL",""
"0","4","3P","RtcDateTime","2","1","BLOCK_DLMS_PULL_3P","2","1","0","OctetString","MSEDCL",""
"0","4","3P","RtcDateTime","1","2","BLOCK_CUSTOM_PUSH_3P","2","1","0","DateTime","MSEDCL",""
"0","4","3P","RtcDateTime","1","1","BLOCK_DLMS_PUSH_3P","2","1","0","OctetString","MSEDCL",""
"0","4","3P","RtcDateTime","2","2","BLOCK_CUSTOM_PULL_3P","2","1","0","DateTime","MSEDCL",""
"0","4","3P","RPhaseCurrent","2","1","BLOCK_DLMS_PULL_3P","2","2","0","Float32","MSEDCL",""
"0","4","3P","RPhaseCurrent","1","2","BLOCK_CUSTOM_PUSH_3P","2","2","-2","Int16","MSEDCL",""
"0","4","3P","RPhaseCurrent","2","2","BLOCK_CUSTOM_PULL_3P","2","2","-2","Int16","MSEDCL",""
"0","4","3P","RPhaseCurrent","1","1","BLOCK_DLMS_PUSH_3P","2","2","0","Float32","MSEDCL",""
"0","4","3P","YPhaseCurrent","2","1","BLOCK_DLMS_PULL_3P","2","3","0","Float32","MSEDCL",""
"0","4","3P","YPhaseCurrent","1","2","BLOCK_CUSTOM_PUSH_3P","2","3","-2","Int16","MSEDCL",""
"0","4","3P","YPhaseCurrent","2","2","BLOCK_CUSTOM_PULL_3P","2","3","-2","Int16","MSEDCL",""
"0","4","3P","YPhaseCurrent","1","1","BLOCK_DLMS_PUSH_3P","2","3","0","Float32","MSEDCL",""
"0","4","3P","BPhaseCurrent","2","1","BLOCK_DLMS_PULL_3P","2","4","0","Float32","MSEDCL",""
"0","4","3P","BPhaseCurrent","2","2","BLOCK_CUSTOM_PULL_3P","2","4","-2","Int16","MSEDCL",""
"0","4","3P","BPhaseCurrent","1","2","BLOCK_CUSTOM_PUSH_3P","2","4","-2","Int16","MSEDCL",""
"0","4","3P","BPhaseCurrent","1","1","BLOCK_DLMS_PUSH_3P","2","4","0","Float32","MSEDCL",""
"0","4","3P","RPhaseVoltage","2","1","BLOCK_DLMS_PULL_3P","2","5","0","Float32","MSEDCL",""
"0","4","3P","RPhaseVoltage","1","2","BLOCK_CUSTOM_PUSH_3P","2","5","-2","UInt16","MSEDCL",""
"0","4","3P","RPhaseVoltage","1","1","BLOCK_DLMS_PUSH_3P","2","5","0","Float32","MSEDCL",""
